n,temps_moyen
1109774,0.02538778217982326
1114286,0.024108437899940327
1118797,0.024941661020002358
1123308,0.023415510630129574
1127819,0.024394127830055366
1132331,0.023753829709930868
1136842,0.025068358960033947
1141353,0.024231218620061553
1145865,0.025079267770124716
1150376,0.024059469439962414
1154887,0.024655631749847088
1159398,0.024509812699961914
1163910,0.02587328281990267
1168421,0.024415899260002333
1172932,0.02609925012997337
1177443,0.02581441326005006
1181955,0.026944008210011815
1186466,0.02645863976989858
1190977,0.026593683370010696
1195489,0.026732669359953432
1200000,0.02835318997013019
1204511,0.02600076604003334
1209022,0.027303898949958237
1213534,0.02724700106000455
1218045,0.02712648579996312
1222556,0.02719963524990817
1227067,0.027546458469914797
1231579,0.027492486710034427
1236090,0.026795985759872566
1240601,0.02607912902998578
1245113,0.026924740999838832
1249624,0.026356740860028368
1254135,0.027149657850113727
1258646,0.026468858819989692
1263158,0.027437666279929544
1267669,0.026802140720137688
1272180,0.02845992611004476
1276692,0.029209460219899484
1281203,0.029780410889998166
1285714,0.028737381439987074
1290225,0.029566908809956657
1294737,0.028379475309993723
1299248,0.02936909738013128
1303759,0.02880943443007709
1308270,0.02975198361000366
1312782,0.03000217907987462
1317293,0.02994597393015283
1321804,0.028972354309953516
1326316,0.0298993740700098
1330827,0.03047150768012216
1335338,0.031211865779878282
1339849,0.030449995870003476
1344361,0.030435638719936833
1348872,0.030646517029890675
1353383,0.03184170153994273
1357894,0.03097631144013576
1362406,0.03269988223004475
1366917,0.029484628359932687
1371428,0.03096666795005149
1375940,0.03220421320003879
1380451,0.03152517338006874
1384962,0.03015498190006838
1389473,0.031971382920055476
1393985,0.03146863061007025
1398496,0.031437554839994844
1403007,0.031873438119819186
1407519,0.0313675549799882
1412030,0.031349460810106394
1416541,0.03209929856993767
1421052,0.03202671047007243
1425564,0.03245525045007525
1430075,0.03140340660987931
1434586,0.03169561795004484
1439097,0.031147910970012162
1443609,0.033913078990044594
1448120,0.031312219950013966
1452631,0.03376864228994236
1457143,0.03336728947986558
1461654,0.035155415600002016
1466165,0.033613792170071974
1470676,0.03346247534009308
1475188,0.0319890726000267
1479699,0.03383743512991714
1484210,0.03272789505994297
1488721,0.03377223073995992
1493233,0.03361966228007077
1497744,0.033560021449920895
1502255,0.05674474860998089
1506767,0.03425184559004265
1511278,0.03427610310007367
1515789,0.034199032679916856
1520300,0.03388946593990113
1524812,0.035266367150034054
1529323,0.03495331100994008
1533834,0.038088986769980696
1538346,0.035042187819944955
1542857,0.03827005422986986
1547368,0.037417518319998636
1551879,0.03784995168993191
1556391,0.03706366362992412
1560902,0.03558799712996916
1565413,0.0345998420099022
1569924,0.03595084220998615
1574436,0.03496946377998029
1578947,0.03684804219006765
1583458,0.03787773693005875
1587970,0.039544517909962454
1592481,0.03885812304004503
1596992,0.03918675146012902
1601503,0.038518316989921
1606015,0.03897414478007704
1610526,0.03960804920001465
1615037,0.03838438539996787
1619548,0.03824733697983902
1624060,0.038698890850027964
1628571,0.038938571980070266
1633082,0.041428820150104004
1637594,0.03843592857996555
1642105,0.040452536669854454
1646616,0.03972449411003254
1651127,0.03993027993001306
1655639,0.04018803847997333
1660150,0.04039021286982461
1664661,0.03789589970014276
1669173,0.03992875830999765
1673684,0.03914596786007678
1678195,0.03999495960993954
1682706,0.039971749870019266
1687218,0.04075145880979107
1691729,0.039435870319975946
1696240,0.04165587503995994
1700751,0.039412436410038935
1705263,0.041625909450121984
1709774,0.04031524680996881
1714285,0.041734886999947776
1718797,0.039913960860012594
1723308,0.04210416525005712
1727819,0.04023155251983553
1732330,0.04245609010027693
1736842,0.04121071717996529
1741353,0.0446430110300571
1745864,0.04253751688009288
1750375,0.04326011413002561
1754887,0.042054966959931335
1759398,0.04440988792004646
1763909,0.04271512745008295
1768421,0.04358195269011048
1772932,0.04165555663001214
1777443,0.0440908516799027
1781954,0.04180991503999394
1786466,0.042318637230055176
1790977,0.04125364403000276
1795488,0.04335683781999251
1800000,0.04256332846007353
